record_type,item_id,item_version,locale,candidate_fingerprint,technical_or_decision_name,semantic_contract,primary_text,explanation_or_tip,example,workflow_effect_or_options,candidate_status,reviewer_name,reviewer_decision,reviewed_at_rfc3339,evidence_reference,reviewer_comments
"question","v2.request.fields.add_another_07","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.request.fields.add_another_07","request.fields | choice | v2.fact.request.fields.v1","是否还需要另一项申请资料？","只有仍需要申请人提供另一项不同资料时才选“是”。表格资料足够时请选择“否”。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.request.fields.field_08","v2.2","en","fnv1a64:df415823535ac40f","decision.request.fields.field_08","request.fields | short_text | v2.fact.request.fields.v1","What is another request detail to collect?","Add one more request detail only when it is needed to review or process the request. Keep the wording clear for the requester.","","","approved","","","","",""
"question","v2.request.fields.field_08","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.request.fields.field_08","request.fields | short_text | v2.fact.request.fields.v1","還要收集哪一項申請資料？","只有在審批或處理申請時需要，才加入另一項資料。請用申請人容易明白的名稱。","","","approved","","","","",""
"question","v2.request.fields.field_08","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.request.fields.field_08","request.fields | short_text | v2.fact.request.fields.v1","还要收集哪一项申请资料？","只有在审批或处理申请时需要，才加入另一项资料。请用申请人容易明白的名称。","","","approved","","","","",""
"question","v2.request.fields.add_another_08","v2.2","en","fnv1a64:df415823535ac40f","decision.request.fields.add_another_08","request.fields | choice | v2.fact.request.fields.v1","Do you need another request detail?","Choose Yes only if you need one more different item from the requester. Choose No when the request form has enough information.","","yes: Yes | no: No","approved","","","","",""
"question","v2.request.fields.add_another_08","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.request.fields.add_another_08","request.fields | choice | v2.fact.request.fields.v1","是否還需要另一項申請資料？","只有仍需要申請人提供另一項不同資料時才選「是」。表格資料足夠時請選「否」。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.request.fields.add_another_08","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.request.fields.add_another_08","request.fields | choice | v2.fact.request.fields.v1","是否还需要另一项申请资料？","只有仍需要申请人提供另一项不同资料时才选“是”。表格资料足够时请选择“否”。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.request.fields.field_09","v2.2","en","fnv1a64:df415823535ac40f","decision.request.fields.field_09","request.fields | short_text | v2.fact.request.fields.v1","What is another request detail to collect?","Add one more request detail only when it is needed to review or process the request. Keep the wording clear for the requester.","","","approved","","","","",""
"question","v2.request.fields.field_09","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.request.fields.field_09","request.fields | short_text | v2.fact.request.fields.v1","還要收集哪一項申請資料？","只有在審批或處理申請時需要，才加入另一項資料。請用申請人容易明白的名稱。","","","approved","","","","",""
"question","v2.request.fields.field_09","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.request.fields.field_09","request.fields | short_text | v2.fact.request.fields.v1","还要收集哪一项申请资料？","只有在审批或处理申请时需要，才加入另一项资料。请用申请人容易明白的名称。","","","approved","","","","",""
"question","v2.request.fields.add_another_09","v2.2","en","fnv1a64:df415823535ac40f","decision.request.fields.add_another_09","request.fields | choice | v2.fact.request.fields.v1","Do you need another request detail?","Choose Yes only if you need one more different item from the requester. Choose No when the request form has enough information.","","yes: Yes | no: No","approved","","","","",""
"question","v2.request.fields.add_another_09","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.request.fields.add_another_09","request.fields | choice | v2.fact.request.fields.v1","是否還需要另一項申請資料？","只有仍需要申請人提供另一項不同資料時才選「是」。表格資料足夠時請選「否」。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.request.fields.add_another_09","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.request.fields.add_another_09","request.fields | choice | v2.fact.request.fields.v1","是否还需要另一项申请资料？","只有仍需要申请人提供另一项不同资料时才选“是”。表格资料足够时请选择“否”。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.request.fields.field_10","v2.2","en","fnv1a64:df415823535ac40f","decision.request.fields.field_10","request.fields | short_text | v2.fact.request.fields.v1","What is another request detail to collect?","Add one more request detail only when it is needed to review or process the request. Keep the wording clear for the requester.","","","approved","","","","",""
"question","v2.request.fields.field_10","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.request.fields.field_10","request.fields | short_text | v2.fact.request.fields.v1","還要收集哪一項申請資料？","只有在審批或處理申請時需要，才加入另一項資料。請用申請人容易明白的名稱。","","","approved","","","","",""
"question","v2.request.fields.field_10","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.request.fields.field_10","request.fields | short_text | v2.fact.request.fields.v1","还要收集哪一项申请资料？","只有在审批或处理申请时需要，才加入另一项资料。请用申请人容易明白的名称。","","","approved","","","","",""
"question","v2.request.fields.add_another_10","v2.2","en","fnv1a64:df415823535ac40f","decision.request.fields.add_another_10","request.fields | choice | v2.fact.request.fields.v1","Do you need another request detail?","Choose Yes only if you need one more different item from the requester. Choose No when the request form has enough information.","","yes: Yes | no: No","approved","","","","",""
"question","v2.request.fields.add_another_10","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.request.fields.add_another_10","request.fields | choice | v2.fact.request.fields.v1","是否還需要另一項申請資料？","只有仍需要申請人提供另一項不同資料時才選「是」。表格資料足夠時請選「否」。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.request.fields.add_another_10","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.request.fields.add_another_10","request.fields | choice | v2.fact.request.fields.v1","是否还需要另一项申请资料？","只有仍需要申请人提供另一项不同资料时才选“是”。表格资料足够时请选择“否”。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.request.fields.field_11","v2.2","en","fnv1a64:df415823535ac40f","decision.request.fields.field_11","request.fields | short_text | v2.fact.request.fields.v1","What is another request detail to collect?","Add one more request detail only when it is needed to review or process the request. Keep the wording clear for the requester.","","","approved","","","","",""
"question","v2.request.fields.field_11","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.request.fields.field_11","request.fields | short_text | v2.fact.request.fields.v1","還要收集哪一項申請資料？","只有在審批或處理申請時需要，才加入另一項資料。請用申請人容易明白的名稱。","","","approved","","","","",""
"question","v2.request.fields.field_11","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.request.fields.field_11","request.fields | short_text | v2.fact.request.fields.v1","还要收集哪一项申请资料？","只有在审批或处理申请时需要，才加入另一项资料。请用申请人容易明白的名称。","","","approved","","","","",""
"question","v2.request.fields.add_another_11","v2.2","en","fnv1a64:df415823535ac40f","decision.request.fields.add_another_11","request.fields | choice | v2.fact.request.fields.v1","Do you need another request detail?","Choose Yes only if you need one more different item from the requester. Choose No when the request form has enough information.","","yes: Yes | no: No","approved","","","","",""
"question","v2.request.fields.add_another_11","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.request.fields.add_another_11","request.fields | choice | v2.fact.request.fields.v1","是否還需要另一項申請資料？","只有仍需要申請人提供另一項不同資料時才選「是」。表格資料足夠時請選「否」。","","yes: 是 | no: 否","approved","","","","",""
